latitude,longitude
35.18233829238947,73.95777328980655
10.217533589355678,72.09950994648038
15.358569844151003,80.32808875027305
21.623478036201657,96.8804714213253
8.445295827977908,95.63426831332902
12.91776405372293,78.92216966536094
21.416321218377355,69.58235626073414
21.675889187115885,82.05626461869699
20.849269575306707,82.35346102792002
22.575515156039994,70.75354034507416
8.996481687030663,79.91376606332238
19.52785286717404,90.58942308589357
9.778006037367426,73.47430995949647
14.9866734790241,88.63703684109765
10.778446569183167,84.13101050564592
8.406388548192993,86.32850709501074
8.612732865241385,75.58444182059299
33.359421907568986,69.98782658139883
29.511583953455137,78.26051403082491
25.212405926240123,74.80013508008004
37.51459497833065,83.5951871762807
31.034572942847447,89.88675258734195
31.287940433150226,90.42926811419247
23.17515559132206,92.87064107963505
32.248459575719274,90.77777115224976
13.043303345587777,81.45916457488994
14.970408752468444,81.84936613185188
15.330265553389115,74.8538089759657
36.509488168962974,83.64751510924388
9.492597401367751,97.15075529416374
32.352555310230294,89.85178695731653
17.801641234699947,88.42327854939981
27.02036181439864,87.83631152596705
31.07584384291887,84.94665157326045
34.4512124984346,78.7806159627227
15.248472862336556,89.9617394514043
35.45856333321869,81.80223544244846
21.675251841887246,89.03547976872501
28.720177987629896,95.9240100459482
9.420020003167014,81.80806037505732
9.330354599638387,96.39465365966515
24.3678612350389,77.38540443425518
21.509855723819534,93.22456540182401
36.77853825460373,84.6643777792495
33.00512233608609,96.45695979067992
15.740877879085748,87.76708670106035
11.29679126010249,69.80721723128329
32.529582291049834,94.8724250165537
11.88073606398685,83.97037367189057
13.4697510413937,96.48903940844788
20.79508613308414,94.46728555507359
27.345346030526926,76.87008608315021
30.492244487566182,68.958283784004
34.19353574249021,85.02560726279692
12.992068046489294,92.46277021335646
31.088707040776164,74.4441238439427
36.48129366791308,89.07055177177584
25.28442446849661,83.30785293620589
25.08785259167476,81.0804568045464
27.433056041296773,90.24864193331645
9.341684013084059,74.11363920745316
25.881305836561992,73.29181446642058
8.721927760925503,83.48328446276537
14.519845382379733,71.51154043671866
33.258392881991526,96.44307522377707
33.31577845787936,73.09783177311935
10.54727197117901,86.36970845862352
13.147690418546045,83.6686263666057
35.203922256748044,77.2682748400779
12.46917140439416,69.56514098657786
35.348630198119565,84.9281712659612
37.084460941214815,71.04052101182049
35.67285165709081,83.30782342001066
9.406308338884532,71.31510718890426
21.128267753427995,93.42302691853672
19.14881120756968,94.05482368728786
10.739106995809301,90.36213043465811
11.542351639548114,80.53720384232727
35.26765239682961,76.04876535390106
33.836674252979066,88.77677545474252
10.206497996450288,81.39776152914357
13.945690333611935,84.90659316695117
12.861733998140913,80.58623763482042
20.29553132432065,92.9331870161532
28.282540337697256,77.67948427788784
35.080993356808975,68.89496053638587
19.73792823931145,93.60835893188725
20.920890350762576,70.30662258713187
29.898168000910438,79.11416006904955
30.803477414150187,70.5081180017462
20.332687440984934,72.63236044920173
28.190619894139786,71.70734476300895
24.584371425092307,72.7368886285838
20.89094779147565,80.07280041085893
35.642264731603916,91.46967497709574
16.511188938963652,82.16452556113423
21.751828285484834,78.57349141436532
33.0454276886112,74.86884355560079
17.79803400160686,89.80867236407805
8.944365485916075,95.72234661210491
23.09315222510274,87.59339920316638
33.39057106226376,90.95236417653703
31.483273793602336,91.2470592853733
29.03711940094899,72.64083908909831
32.68336384940318,89.82791753441052
18.204639130395826,74.0675642669615
27.845048031978315,96.0420963247933
11.183810876940296,88.99008352440516
24.40478241486079,76.62649105197453
17.88700193286743,78.64268690131925
25.810734010936073,95.40846414150393
36.92695078756733,72.17085781935351
13.754720272005876,77.21831459398109
24.818605486301387,87.54024072399852
37.57415661761524,77.13857865137446
12.711075813806868,72.7200523255266
10.697367254263145,90.08662395542162
23.49708021952393,80.85165391462712
16.601237561808666,86.78900176247258
21.33189316984594,79.71428261257496
18.563618133735034,77.22942541024523
29.906158881908134,68.87106369081714
35.10049592502479,94.1582071860927
30.127492210116188,96.94633368432076
16.281439469207353,75.58138005529729
37.270842124761174,70.36098718642046
27.42545484392099,80.68656454942034
35.89991961052464,79.67415292144034
36.30824037286574,88.07641074686022
19.616604261208895,73.95573152065616
29.50045647416448,69.55337232980723
26.64578551384576,75.4080740704915
9.467445422355059,77.04389515197914
26.415579168614876,90.2060975809679
14.654645340934636,90.0431225245456
14.907445753528627,71.16986122507541
13.11961487980362,95.15831609426223
31.58883802046622,78.75647598081933
11.751152633667987,71.79739107555025
27.852889513597468,72.90019148661496
13.255575450871437,95.80980878654468
35.523092506683554,91.71555156263884
15.139081879986993,96.10159820154816
16.444163493551137,72.8577132418599
16.811511645857564,79.92561729377275
12.920140613802324,69.17626103415148
31.892437930457014,70.90360475982962
14.730438006048566,94.97576624038939
22.093827875066328,70.70141253785985
